s1,s2,s3,s4,s5,total,obtained,percentage,grade
85,98,96,93,96,500,468,93.60000000000001,A+
80,82,84,96,90,500,432,86.4,A
83,97,84,88,96,500,448,89.60000000000001,A
98,95,99,97,92,500,481,96.2,A+
99,89,98,98,94,500,478,95.6,A+
86,92,80,97,99,500,454,90.8,A+
92,86,92,93,95,500,458,91.60000000000001,A+
89,85,92,86,88,500,440,88.0,A
87,93,99,98,91,500,468,93.60000000000001,A+
99,90,90,91,96,500,466,93.2,A+
99,82,83,81,97,500,442,88.4,A
84,82,91,86,92,500,435,87.0,A
97,91,80,96,98,500,462,92.4,A+
96,82,85,91,85,500,439,87.8,A
89,90,89,92,88,500,448,89.60000000000001,A
88,93,87,90,87,500,445,89.0,A
85,96,88,92,92,500,453,90.60000000000001,A+
89,86,95,81,85,500,436,87.2,A
89,91,98,81,92,500,451,90.2,A+
87,85,90,98,94,500,454,90.8,A+
87,90,90,81,80,500,428,85.6,A
82,98,86,86,98,500,450,90.0,F
92,87,94,83,87,500,443,88.6,A
83,93,93,83,85,500,437,87.4,A
98,98,87,90,90,500,463,92.60000000000001,A+
89,95,92,87,98,500,461,92.2,A+
88,89,90,85,97,500,449,89.8,A
88,83,80,94,98,500,443,88.6,A
87,85,99,90,82,500,443,88.6,A
98,84,99,93,92,500,466,93.2,A+
90,80,93,85,89,500,437,87.4,A
84,93,82,91,98,500,448,89.60000000000001,A
96,92,81,87,92,500,448,89.60000000000001,A
91,89,84,87,82,500,433,86.6,A
92,82,83,84,93,500,434,86.8,A
84,83,95,80,98,500,440,88.0,A
87,98,86,86,94,500,451,90.2,A+
80,89,99,90,95,500,453,90.60000000000001,A+
99,80,93,82,90,500,444,88.8,A
99,86,92,93,99,500,469,93.8,A+
86,80,83,93,86,500,428,85.6,A
86,91,96,87,88,500,448,89.60000000000001,A
81,81,95,84,90,500,431,86.2,A
80,96,91,89,91,500,447,89.4,A
96,98,98,83,95,500,470,94.0,A+
88,90,91,91,95,500,455,91.0,A+
95,91,83,96,96,500,461,92.2,A+
99,95,86,82,80,500,442,88.4,A
82,82,80,97,98,500,439,87.8,A
80,82,87,84,87,500,420,84.0,A
93,84,91,93,84,500,445,89.0,A
97,83,88,98,97,500,463,92.60000000000001,A+
96,85,84,95,90,500,450,90.0,F
81,94,83,87,83,500,428,85.6,A
94,94,88,84,89,500,449,89.8,A
88,95,91,95,89,500,458,91.60000000000001,A+
80,83,81,96,92,500,432,86.4,A
96,92,98,91,84,500,461,92.2,A+
84,97,99,95,89,500,464,92.80000000000001,A+
80,81,87,88,84,500,420,84.0,A
93,82,99,91,99,500,464,92.80000000000001,A+
86,98,85,82,86,500,437,87.4,A
92,88,95,88,91,500,454,90.8,A+
81,81,82,91,92,500,427,85.39999999999999,A
97,91,90,85,99,500,462,92.4,A+
83,83,94,93,80,500,433,86.6,A
97,85,83,83,96,500,444,88.8,A
80,88,96,87,83,500,434,86.8,A
89,88,81,86,93,500,437,87.4,A
88,84,85,83,93,500,433,86.6,A
99,84,86,92,82,500,443,88.6,A
90,85,85,90,83,500,433,86.6,A
86,84,95,88,97,500,450,90.0,F
97,81,83,91,91,500,443,88.6,A
83,87,98,95,99,500,462,92.4,A+
80,82,81,93,84,500,420,84.0,A
81,89,88,98,99,500,455,91.0,A+
94,92,95,90,89,500,460,92.0,A+
94,81,89,85,89,500,438,87.6,A
98,80,80,96,93,500,447,89.4,A
91,85,89,94,89,500,448,89.60000000000001,A
80,97,87,88,92,500,444,88.8,A
88,85,84,91,90,500,438,87.6,A
94,90,86,95,81,500,446,89.2,A
84,88,94,92,93,500,451,90.2,A+
98,82,91,85,96,500,452,90.4,A+
89,97,93,96,84,500,459,91.8,A+
94,97,96,86,90,500,463,92.60000000000001,A+
86,92,86,82,89,500,435,87.0,A
92,94,98,84,86,500,454,90.8,A+
84,99,89,84,99,500,455,91.0,A+
88,86,97,86,98,500,455,91.0,A+
96,85,93,93,88,500,455,91.0,A+
83,85,83,88,80,500,419,83.8,A
89,97,95,88,97,500,466,93.2,A+
97,90,87,96,95,500,465,93.0,A+
91,81,86,88,84,500,430,86.0,A
96,93,88,88,88,500,453,90.60000000000001,A+
86,94,98,82,82,500,442,88.4,A
97,88,90,95,91,500,461,92.2,A+
85,93,97,80,85,500,440,88.0,A
80,90,91,97,84,500,442,88.4,A
89,85,87,96,89,500,446,89.2,A
95,91,93,94,98,500,471,94.19999999999999,A+
85,87,85,80,81,500,418,83.6,A
94,82,92,85,92,500,445,89.0,A
96,98,99,82,93,500,468,93.60000000000001,A+
86,81,87,83,89,500,426,85.2,A
86,95,99,80,95,500,455,91.0,A+
82,84,98,87,92,500,443,88.6,A
91,88,87,97,88,500,451,90.2,A+
88,81,80,84,87,500,420,84.0,A
86,80,90,94,93,500,443,88.6,A
98,93,84,84,81,500,440,88.0,A
89,96,98,89,85,500,457,91.4,A+
81,94,81,91,97,500,444,88.8,A
99,88,81,94,86,500,448,89.60000000000001,A
96,93,92,80,83,500,444,88.8,A
90,83,94,81,90,500,438,87.6,A
89,80,84,85,99,500,437,87.4,A
96,81,85,99,92,500,453,90.60000000000001,A+
96,91,94,85,88,500,454,90.8,A+
93,81,98,83,92,500,447,89.4,A
90,92,94,84,87,500,447,89.4,A
98,90,85,86,94,500,453,90.60000000000001,A+
82,98,88,96,81,500,445,89.0,A
99,90,99,88,98,500,474,94.8,A+
95,99,92,96,99,500,481,96.2,A+
96,83,92,86,93,500,450,90.0,F
82,96,98,90,95,500,461,92.2,A+
90,94,93,92,88,500,457,91.4,A+
93,82,81,87,92,500,435,87.0,A
90,91,84,90,96,500,451,90.2,A+
83,90,95,80,88,500,436,87.2,A
95,85,86,82,87,500,435,87.0,A
92,97,94,98,85,500,466,93.2,A+
88,92,92,97,88,500,457,91.4,A+
82,88,88,86,98,500,442,88.4,A
96,93,84,87,92,500,452,90.4,A+
99,83,91,94,95,500,462,92.4,A+
99,86,85,90,86,500,446,89.2,A
96,81,96,97,96,500,466,93.2,A+
80,93,86,82,87,500,428,85.6,A
81,82,93,84,87,500,427,85.39999999999999,A
82,93,84,98,90,500,447,89.4,A
85,81,82,86,88,500,422,84.39999999999999,A
99,80,95,97,89,500,460,92.0,A+
96,80,86,88,94,500,444,88.8,A
92,96,95,87,98,500,468,93.60000000000001,A+
81,89,80,99,84,500,433,86.6,A
89,95,91,91,98,500,464,92.80000000000001,A+
90,87,96,89,97,500,459,91.8,A+
98,88,88,88,83,500,445,89.0,A
99,92,90,99,98,500,478,95.6,A+
95,94,97,93,88,500,467,93.4,A+
86,80,86,91,87,500,430,86.0,A
95,88,82,96,98,500,459,91.8,A+
88,94,82,89,90,500,443,88.6,A
90,96,89,93,89,500,457,91.4,A+
85,84,88,90,94,500,441,88.2,A
82,83,87,86,89,500,427,85.39999999999999,A
96,97,86,94,94,500,467,93.4,A+
98,84,90,95,92,500,459,91.8,A+
97,94,93,94,97,500,475,95.0,A+
97,89,89,86,91,500,452,90.4,A+
99,97,97,93,85,500,471,94.19999999999999,A+
82,84,92,84,83,500,425,85.0,A
93,95,80,82,98,500,448,89.60000000000001,A
93,93,96,87,98,500,467,93.4,A+
90,85,91,86,96,500,448,89.60000000000001,A
94,80,93,88,92,500,447,89.4,A
96,93,80,84,96,500,449,89.8,A
89,86,83,93,98,500,449,89.8,A
85,82,98,85,84,500,434,86.8,A
90,90,86,91,93,500,450,90.0,F
95,83,89,97,84,500,448,89.60000000000001,A
95,97,81,98,87,500,458,91.60000000000001,A+
86,88,95,98,92,500,459,91.8,A+
90,80,85,81,81,500,417,83.39999999999999,A
97,96,91,84,95,500,463,92.60000000000001,A+
83,94,91,99,83,500,450,90.0,F
98,95,81,83,86,500,443,88.6,A
97,95,80,88,97,500,457,91.4,A+
88,89,98,86,87,500,448,89.60000000000001,A
92,93,88,87,80,500,440,88.0,A
99,99,93,85,84,500,460,92.0,A+
81,87,93,98,89,500,448,89.60000000000001,A
83,90,80,82,84,500,419,83.8,A
85,94,91,98,96,500,464,92.80000000000001,A+
94,83,88,92,82,500,439,87.8,A
90,83,82,87,80,500,422,84.39999999999999,A
92,92,83,89,99,500,455,91.0,A+
92,91,83,99,94,500,459,91.8,A+
94,90,98,91,88,500,461,92.2,A+
88,80,83,85,87,500,423,84.6,A
86,91,95,98,83,500,453,90.60000000000001,A+
98,99,83,86,89,500,455,91.0,A+
96,97,83,88,80,500,444,88.8,A
81,85,84,80,86,500,416,83.2,A
91,85,98,97,80,500,451,90.2,A+
94,80,99,81,80,500,434,86.8,A
89,84,82,85,91,500,431,86.2,A
94,87,82,85,98,500,446,89.2,A
97,86,98,96,80,500,457,91.4,A+
84,82,87,91,80,500,424,84.8,A
86,90,89,95,84,500,444,88.8,A
81,81,84,92,84,500,422,84.39999999999999,A
93,90,92,83,87,500,445,89.0,A
95,89,93,85,96,500,458,91.60000000000001,A+
85,95,89,93,95,500,457,91.4,A+
88,81,85,83,98,500,435,87.0,A
88,95,86,85,80,500,434,86.8,A
91,98,93,98,98,500,478,95.6,A+
90,94,89,89,93,500,455,91.0,A+
80,99,96,87,84,500,446,89.2,A
80,82,88,92,85,500,427,85.39999999999999,A
97,92,85,92,85,500,451,90.2,A+
88,94,90,91,87,500,450,90.0,F
95,95,92,92,85,500,459,91.8,A+
98,92,85,99,83,500,457,91.4,A+
80,91,96,95,95,500,457,91.4,A+
88,85,86,96,92,500,447,89.4,A
90,86,94,98,85,500,453,90.60000000000001,A+
81,98,82,93,91,500,445,89.0,A
87,83,81,98,97,500,446,89.2,A
85,98,87,95,80,500,445,89.0,A
91,93,88,99,85,500,456,91.2,A+
99,80,92,88,95,500,454,90.8,A+
99,97,97,92,92,500,477,95.39999999999999,A+
89,84,92,85,97,500,447,89.4,A
83,89,87,98,92,500,449,89.8,A
98,93,94,92,86,500,463,92.60000000000001,A+
95,80,97,98,99,500,469,93.8,A+
90,96,81,97,82,500,446,89.2,A
95,95,96,99,92,500,477,95.39999999999999,A+
99,93,89,99,90,500,470,94.0,A+
87,88,92,96,98,500,461,92.2,A+
90,86,96,83,96,500,451,90.2,A+
85,92,86,94,85,500,442,88.4,A
83,85,87,97,99,500,451,90.2,A+
80,94,99,93,89,500,455,91.0,A+
87,89,89,89,84,500,438,87.6,A
81,87,87,97,88,500,440,88.0,A
99,90,91,90,99,500,469,93.8,A+
98,99,84,93,82,500,456,91.2,A+
88,89,99,82,89,500,447,89.4,A
80,91,92,97,97,500,457,91.4,A+
84,83,85,97,85,500,434,86.8,A
81,96,89,95,84,500,445,89.0,A
86,80,93,88,88,500,435,87.0,A
83,87,88,95,84,500,437,87.4,A
98,98,91,99,80,500,466,93.2,A+
98,99,84,94,86,500,461,92.2,A+
96,95,90,90,87,500,458,91.60000000000001,A+
85,95,98,91,91,500,460,92.0,A+
83,98,86,96,87,500,450,90.0,F
80,93,80,87,87,500,427,85.39999999999999,A
84,84,83,82,92,500,425,85.0,A
87,82,80,92,84,500,425,85.0,A
99,90,98,84,91,500,462,92.4,A+
93,87,89,86,89,500,444,88.8,A
87,90,90,97,97,500,461,92.2,A+
98,85,92,87,98,500,460,92.0,A+
94,83,94,80,88,500,439,87.8,A
90,89,81,84,97,500,441,88.2,A
83,99,95,82,83,500,442,88.4,A
81,82,99,95,94,500,451,90.2,A+
90,89,87,95,86,500,447,89.4,A
92,82,94,80,83,500,431,86.2,A
89,87,83,96,95,500,450,90.0,F
95,90,81,96,95,500,457,91.4,A+
85,96,86,81,95,500,443,88.6,A
80,90,92,97,85,500,444,88.8,A
93,87,99,85,83,500,447,89.4,A
96,84,84,82,98,500,444,88.8,A
92,90,92,88,87,500,449,89.8,A
90,99,84,94,82,500,449,89.8,A
99,95,85,84,97,500,460,92.0,A+
83,94,91,97,87,500,452,90.4,A+
92,95,99,89,99,500,474,94.8,A+
99,88,83,82,84,500,436,87.2,A
97,92,99,89,84,500,461,92.2,A+
81,87,80,88,90,500,426,85.2,A
96,80,87,81,93,500,437,87.4,A
91,99,81,96,85,500,452,90.4,A+
87,92,87,98,81,500,445,89.0,A
87,96,99,84,88,500,454,90.8,A+
94,96,88,92,87,500,457,91.4,A+
94,88,88,93,91,500,454,90.8,A+
83,81,92,88,98,500,442,88.4,A
89,98,98,96,81,500,462,92.4,A+
92,83,99,91,80,500,445,89.0,A
85,87,87,80,94,500,433,86.6,A
80,97,96,98,92,500,463,92.60000000000001,A+
88,82,99,87,88,500,444,88.8,A
85,87,81,84,90,500,427,85.39999999999999,A
99,97,93,96,80,500,465,93.0,A+
88,81,87,98,98,500,452,90.4,A+
90,98,94,88,94,500,464,92.80000000000001,A+
84,82,98,92,98,500,454,90.8,A+
83,95,94,87,96,500,455,91.0,A+
97,83,88,90,96,500,454,90.8,A+
93,97,89,87,83,500,449,89.8,A
83,98,88,93,87,500,449,89.8,A
98,82,81,85,83,500,429,85.8,A
90,97,96,83,83,500,449,89.8,A
91,97,99,81,81,500,449,89.8,A
98,95,92,90,83,500,458,91.60000000000001,A+
84,94,89,92,80,500,439,87.8,A
96,94,80,90,98,500,458,91.60000000000001,A+
90,90,80,95,80,500,435,87.0,A
89,97,99,97,82,500,464,92.80000000000001,A+
89,80,96,98,81,500,444,88.8,A
83,87,92,91,98,500,451,90.2,A+
90,94,86,85,88,500,443,88.6,A
87,93,95,90,95,500,460,92.0,A+
81,83,88,87,90,500,429,85.8,A
94,80,84,85,91,500,434,86.8,A
80,95,97,95,85,500,452,90.4,A+
98,92,95,90,98,500,473,94.6,A+
81,94,98,95,99,500,467,93.4,A+
80,90,95,95,96,500,456,91.2,A+
98,96,88,85,94,500,461,92.2,A+
81,89,85,91,81,500,427,85.39999999999999,A
98,83,87,84,87,500,439,87.8,A
82,80,87,99,81,500,429,85.8,A
96,81,97,82,91,500,447,89.4,A
87,92,89,95,94,500,457,91.4,A+
86,87,83,98,98,500,452,90.4,A+
87,88,85,83,97,500,440,88.0,A
90,84,84,90,90,500,438,87.6,A
90,95,93,94,94,500,466,93.2,A+
87,84,86,95,99,500,451,90.2,A+
98,92,90,88,96,500,464,92.80000000000001,A+
87,89,95,93,81,500,445,89.0,A
92,91,90,95,82,500,450,90.0,F
85,89,83,80,95,500,432,86.4,A
86,85,87,83,89,500,430,86.0,A
85,81,93,99,91,500,449,89.8,A
82,89,84,98,82,500,435,87.0,A
91,99,84,83,80,500,437,87.4,A
87,82,97,82,87,500,435,87.0,A
96,92,95,81,88,500,452,90.4,A+
97,92,84,90,82,500,445,89.0,A
95,89,93,82,96,500,455,91.0,A+
84,97,83,84,87,500,435,87.0,A
83,94,90,92,94,500,453,90.60000000000001,A+
88,85,82,80,86,500,421,84.2,A
83,86,83,87,81,500,420,84.0,A
83,97,85,92,82,500,439,87.8,A
81,83,85,93,80,500,422,84.39999999999999,A
90,87,96,95,98,500,466,93.2,A+
85,98,86,94,88,500,451,90.2,A+
99,85,83,88,91,500,446,89.2,A
84,93,88,97,82,500,444,88.8,A
92,91,84,96,99,500,462,92.4,A+
86,98,92,91,96,500,463,92.60000000000001,A+
97,84,85,96,94,500,456,91.2,A+
87,87,92,83,88,500,437,87.4,A
98,85,84,80,95,500,442,88.4,A
86,81,92,96,91,500,446,89.2,A
96,84,91,81,84,500,436,87.2,A
97,81,91,86,95,500,450,90.0,F
98,92,86,85,97,500,458,91.60000000000001,A+
91,90,82,82,82,500,427,85.39999999999999,A
94,83,99,90,89,500,455,91.0,A+
82,83,83,89,98,500,435,87.0,A
90,99,94,87,98,500,468,93.60000000000001,A+
84,83,82,89,82,500,420,84.0,A
82,82,95,84,97,500,440,88.0,A
81,88,89,83,95,500,436,87.2,A
81,95,84,99,95,500,454,90.8,A+
89,94,93,91,94,500,461,92.2,A+
95,83,93,95,94,500,460,92.0,A+
83,93,96,88,90,500,450,90.0,F
81,85,87,83,82,500,418,83.6,A
96,92,87,80,88,500,443,88.6,A
96,97,84,82,96,500,455,91.0,A+
82,81,99,89,87,500,438,87.6,A
93,98,93,80,92,500,456,91.2,A+
83,95,99,87,93,500,457,91.4,A+
85,85,82,82,88,500,422,84.39999999999999,A
87,82,84,95,99,500,447,89.4,A
99,87,82,91,86,500,445,89.0,A
84,90,80,93,96,500,443,88.6,A
97,88,93,99,86,500,463,92.60000000000001,A+
80,86,90,87,85,500,428,85.6,A
81,92,86,95,86,500,440,88.0,A
82,99,86,91,83,500,441,88.2,A
97,91,99,80,84,500,451,90.2,A+
87,80,88,82,93,500,430,86.0,A
85,82,87,97,84,500,435,87.0,A
91,91,91,99,99,500,471,94.19999999999999,A+
96,99,84,98,87,500,464,92.80000000000001,A+
80,94,83,85,88,500,430,86.0,A
81,93,99,80,98,500,451,90.2,A+
97,83,95,95,91,500,461,92.2,A+
81,98,95,83,81,500,438,87.6,A
84,81,81,94,99,500,439,87.8,A
88,92,96,86,80,500,442,88.4,A
97,82,88,81,95,500,443,88.6,A
99,83,91,92,95,500,460,92.0,A+
97,91,95,87,92,500,462,92.4,A+
99,82,98,82,89,500,450,90.0,F
98,89,80,82,83,500,432,86.4,A
82,86,83,99,85,500,435,87.0,A
98,86,80,99,80,500,443,88.6,A
88,81,83,82,82,500,416,83.2,A
80,90,87,84,80,500,421,84.2,A
84,81,90,84,95,500,434,86.8,A
94,95,91,87,99,500,466,93.2,A+
80,93,96,95,90,500,454,90.8,A+
80,88,94,95,91,500,448,89.60000000000001,A
80,97,90,98,83,500,448,89.60000000000001,A
84,86,92,87,87,500,436,87.2,A
97,90,92,85,92,500,456,91.2,A+
96,86,82,96,90,500,450,90.0,F
96,94,86,99,93,500,468,93.60000000000001,A+
97,84,95,89,90,500,455,91.0,A+
99,84,84,83,96,500,446,89.2,A
93,83,97,97,94,500,464,92.80000000000001,A+
84,80,96,92,96,500,448,89.60000000000001,A
85,83,86,84,99,500,437,87.4,A
80,82,85,96,81,500,424,84.8,A
90,93,98,92,86,500,459,91.8,A+
86,83,98,82,99,500,448,89.60000000000001,A
91,94,81,97,98,500,461,92.2,A+
80,88,95,94,96,500,453,90.60000000000001,A+
85,84,99,82,80,500,430,86.0,A
97,88,80,89,80,500,434,86.8,A
91,89,94,86,83,500,443,88.6,A
84,90,98,97,97,500,466,93.2,A+
94,84,98,80,99,500,455,91.0,A+
82,81,89,88,89,500,429,85.8,A
81,87,94,90,92,500,444,88.8,A
90,87,92,91,81,500,441,88.2,A
92,91,81,93,99,500,456,91.2,A+
92,93,89,86,95,500,455,91.0,A+
85,93,98,99,82,500,457,91.4,A+
98,82,89,86,99,500,454,90.8,A+
95,97,90,89,86,500,457,91.4,A+
95,94,99,98,88,500,474,94.8,A+
92,96,99,98,80,500,465,93.0,A+
82,93,83,82,83,500,423,84.6,A
82,95,80,87,85,500,429,85.8,A
84,86,80,95,85,500,430,86.0,A
95,80,94,96,99,500,464,92.80000000000001,A+
80,87,90,95,87,500,439,87.8,A
97,91,93,92,88,500,461,92.2,A+
86,84,94,92,82,500,438,87.6,A
86,86,92,87,83,500,434,86.8,A
94,93,93,91,96,500,467,93.4,A+
96,87,82,87,90,500,442,88.4,A
83,87,87,98,89,500,444,88.8,A
89,93,96,82,93,500,453,90.60000000000001,A+
84,85,88,90,91,500,438,87.6,A
97,89,82,83,80,500,431,86.2,A
96,85,96,98,82,500,457,91.4,A+
88,89,81,86,95,500,439,87.8,A
84,82,93,81,95,500,435,87.0,A
82,83,94,93,82,500,434,86.8,A
85,90,80,83,80,500,418,83.6,A
99,94,84,93,83,500,453,90.60000000000001,A+
99,93,99,92,96,500,479,95.8,A+
88,80,84,87,82,500,421,84.2,A
83,90,83,91,80,500,427,85.39999999999999,A
88,81,93,94,95,500,451,90.2,A+
88,96,94,87,92,500,457,91.4,A+
92,84,87,97,81,500,441,88.2,A
81,82,92,85,83,500,423,84.6,A
97,83,80,97,84,500,441,88.2,A
80,93,97,85,87,500,442,88.4,A
89,94,82,89,97,500,451,90.2,A+
99,85,94,96,92,500,466,93.2,A+
99,90,87,91,83,500,450,90.0,F
88,90,81,84,86,500,429,85.8,A
97,89,84,85,92,500,447,89.4,A
96,95,81,96,91,500,459,91.8,A+
93,85,90,88,92,500,448,89.60000000000001,A
95,86,95,95,81,500,452,90.4,A+
90,81,88,81,89,500,429,85.8,A
84,88,97,92,92,500,453,90.60000000000001,A+
94,92,94,87,89,500,456,91.2,A+
88,80,88,81,98,500,435,87.0,A
82,90,81,83,95,500,431,86.2,A
99,88,85,99,93,500,464,92.80000000000001,A+
97,95,99,95,97,500,483,96.6,A+
81,93,92,99,90,500,455,91.0,A+
94,96,93,89,96,500,468,93.60000000000001,A+
98,84,84,89,81,500,436,87.2,A
86,96,91,99,89,500,461,92.2,A+
82,89,88,88,88,500,435,87.0,A
87,96,88,99,99,500,469,93.8,A+
91,91,82,88,85,500,437,87.4,A
86,90,86,93,85,500,440,88.0,A
99,91,89,93,85,500,457,91.4,A+
80,95,81,93,82,500,431,86.2,A
82,91,85,89,87,500,434,86.8,A
93,96,89,99,92,500,469,93.8,A+
97,86,90,90,84,500,447,89.4,A
82,96,84,86,98,500,446,89.2,A
87,80,91,94,92,500,444,88.8,A
91,85,80,92,81,500,429,85.8,A
89,82,93,88,96,500,448,89.60000000000001,A
99,87,96,95,85,500,462,92.4,A+
98,98,85,90,87,500,458,91.60000000000001,A+
89,92,94,86,96,500,457,91.4,A+
81,93,86,94,82,500,436,87.2,A
86,96,84,99,99,500,464,92.80000000000001,A+
98,83,83,90,84,500,438,87.6,A
86,88,84,90,80,500,428,85.6,A
84,81,92,84,85,500,426,85.2,A
88,93,91,85,87,500,444,88.8,A
95,92,83,84,90,500,444,88.8,A
88,83,94,89,91,500,445,89.0,A
91,95,99,95,99,500,479,95.8,A+
88,94,95,96,98,500,471,94.19999999999999,A+
98,85,97,80,89,500,449,89.8,A
88,81,99,90,98,500,456,91.2,A+
83,90,95,92,80,500,440,88.0,A
86,85,88,94,84,500,437,87.4,A
96,94,92,81,82,500,445,89.0,A
96,84,80,96,99,500,455,91.0,A+
82,89,86,97,88,500,442,88.4,A
98,81,87,94,84,500,444,88.8,A
84,84,92,87,80,500,427,85.39999999999999,A
97,93,90,80,95,500,455,91.0,A+
95,82,97,97,83,500,454,90.8,A+
86,86,96,87,98,500,453,90.60000000000001,A+
84,85,82,95,81,500,427,85.39999999999999,A
91,83,98,94,99,500,465,93.0,A+
87,87,88,98,94,500,454,90.8,A+
87,98,87,84,88,500,444,88.8,A
87,91,90,87,95,500,450,90.0,F
99,80,82,91,94,500,446,89.2,A
96,92,93,96,87,500,464,92.80000000000001,A+
98,87,85,86,87,500,443,88.6,A
92,89,90,87,97,500,455,91.0,A+
95,90,93,93,97,500,468,93.60000000000001,A+
80,93,96,96,80,500,445,89.0,A
97,99,96,92,80,500,464,92.80000000000001,A+
84,87,86,86,95,500,438,87.6,A
99,88,83,91,94,500,455,91.0,A+
90,82,80,85,84,500,421,84.2,A
85,93,82,82,81,500,423,84.6,A
87,82,97,93,82,500,441,88.2,A
93,80,85,89,89,500,436,87.2,A
89,93,88,94,91,500,455,91.0,A+
83,86,86,97,88,500,440,88.0,A
99,96,82,93,89,500,459,91.8,A+
85,92,95,95,92,500,459,91.8,A+
99,88,98,90,80,500,455,91.0,A+
88,97,94,80,99,500,458,91.60000000000001,A+
82,92,82,95,99,500,450,90.0,F
85,98,86,91,82,500,442,88.4,A
84,82,93,95,85,500,439,87.8,A
88,95,87,93,87,500,450,90.0,F
91,81,80,93,95,500,440,88.0,A
80,84,98,94,82,500,438,87.6,A
93,80,85,88,99,500,445,89.0,A
84,84,82,92,92,500,434,86.8,A
97,83,99,99,96,500,474,94.8,A+
81,92,86,89,92,500,440,88.0,A
90,94,89,96,87,500,456,91.2,A+
84,83,85,99,90,500,441,88.2,A
90,89,81,92,96,500,448,89.60000000000001,A
83,89,81,87,96,500,436,87.2,A
86,96,90,81,98,500,451,90.2,A+
80,84,86,94,96,500,440,88.0,A
87,99,88,91,96,500,461,92.2,A+
88,98,82,91,99,500,458,91.60000000000001,A+
87,94,87,96,86,500,450,90.0,F
86,88,83,88,89,500,434,86.8,A
88,85,92,87,81,500,433,86.6,A
92,80,92,93,83,500,440,88.0,A
85,98,85,93,82,500,443,88.6,A
85,96,96,87,80,500,444,88.8,A
84,93,94,96,85,500,452,90.4,A+
87,85,97,80,97,500,446,89.2,A
82,84,86,87,83,500,422,84.39999999999999,A
81,84,98,93,87,500,443,88.6,A
91,86,88,90,92,500,447,89.4,A
80,88,99,87,80,500,434,86.8,A
85,81,97,97,81,500,441,88.2,A
95,86,90,96,84,500,451,90.2,A+
86,83,93,80,88,500,430,86.0,A
96,99,82,84,95,500,456,91.2,A+
94,98,98,93,93,500,476,95.19999999999999,A+
95,85,94,99,96,500,469,93.8,A+
96,94,98,83,99,500,470,94.0,A+
90,96,91,98,98,500,473,94.6,A+
80,98,91,87,98,500,454,90.8,A+
90,88,86,98,99,500,461,92.2,A+
87,91,94,87,92,500,451,90.2,A+
95,93,98,83,91,500,460,92.0,A+
81,91,94,93,80,500,439,87.8,A
83,87,98,98,97,500,463,92.60000000000001,A+
86,97,97,87,83,500,450,90.0,F
97,88,99,91,90,500,465,93.0,A+
85,81,91,89,94,500,440,88.0,A
99,88,93,85,83,500,448,89.60000000000001,A
83,94,90,90,91,500,448,89.60000000000001,A
90,81,87,94,98,500,450,90.0,F
97,96,90,86,93,500,462,92.4,A+
91,80,97,88,90,500,446,89.2,A
80,84,86,90,86,500,426,85.2,A
91,85,93,95,92,500,456,91.2,A+
98,97,84,98,88,500,465,93.0,A+
81,94,86,96,91,500,448,89.60000000000001,A
88,97,93,93,92,500,463,92.60000000000001,A+
83,96,89,96,89,500,453,90.60000000000001,A+
85,84,87,82,91,500,429,85.8,A
98,80,83,83,98,500,442,88.4,A
89,94,83,81,94,500,441,88.2,A
96,98,81,84,80,500,439,87.8,A
99,82,81,82,91,500,435,87.0,A
98,87,93,95,81,500,454,90.8,A+
87,91,81,98,97,500,454,90.8,A+
92,96,84,87,84,500,443,88.6,A
94,86,93,96,94,500,463,92.60000000000001,A+
97,89,89,92,80,500,447,89.4,A
95,88,86,82,99,500,450,90.0,F
83,96,86,96,89,500,450,90.0,F
93,91,85,95,88,500,452,90.4,A+
91,85,86,90,98,500,450,90.0,F
83,81,87,83,97,500,431,86.2,A
83,84,87,86,80,500,420,84.0,A
87,80,98,85,84,500,434,86.8,A
98,81,85,95,99,500,458,91.60000000000001,A+
82,96,94,83,81,500,436,87.2,A
83,97,88,82,80,500,430,86.0,A
82,91,81,95,94,500,443,88.6,A
91,92,98,91,81,500,453,90.60000000000001,A+
82,91,91,90,97,500,451,90.2,A+
91,92,92,94,97,500,466,93.2,A+
99,88,84,92,93,500,456,91.2,A+
96,97,83,85,84,500,445,89.0,A
84,89,90,86,98,500,447,89.4,A
83,86,93,92,94,500,448,89.60000000000001,A
93,82,88,91,86,500,440,88.0,A
84,94,99,83,83,500,443,88.6,A
80,95,86,80,86,500,427,85.39999999999999,A
89,93,93,99,85,500,459,91.8,A+
89,85,94,83,88,500,439,87.8,A
90,85,93,88,92,500,448,89.60000000000001,A
99,87,94,86,86,500,452,90.4,A+
90,95,99,89,92,500,465,93.0,A+
95,93,91,84,83,500,446,89.2,A
92,87,85,99,83,500,446,89.2,A
83,92,87,80,94,500,436,87.2,A
89,97,96,88,85,500,455,91.0,A+
87,83,91,92,82,500,435,87.0,A
86,92,81,98,97,500,454,90.8,A+
96,94,81,90,92,500,453,90.60000000000001,A+
90,85,81,84,88,500,428,85.6,A
82,96,85,82,83,500,428,85.6,A
85,94,92,96,90,500,457,91.4,A+
86,89,97,96,85,500,453,90.60000000000001,A+
93,83,85,81,86,500,428,85.6,A
96,90,89,96,86,500,457,91.4,A+
85,99,95,81,98,500,458,91.60000000000001,A+
