s1,s2,s3,s4,s5,marks obtained,marks_obtained,total
91,92,85,94,80,442,442,500
92,80,91,86,98,447,447,500
83,87,87,86,86,429,429,500
80,83,97,93,95,448,448,500
81,99,91,86,85,442,442,500
90,99,92,82,95,458,458,500
91,99,83,86,81,440,440,500
98,85,96,85,86,450,450,500
92,91,84,92,94,453,453,500
94,93,97,81,97,462,462,500
96,90,88,89,87,450,450,500
96,98,97,89,90,470,470,500
89,94,98,94,82,457,457,500
96,97,88,80,81,442,442,500
91,94,93,82,83,443,443,500
83,85,86,93,93,440,440,500
80,86,92,86,83,427,427,500
84,97,90,85,81,437,437,500
93,98,81,81,94,447,447,500
93,99,81,85,95,453,453,500
82,99,98,91,82,452,452,500
90,87,94,88,94,453,453,500
89,92,82,92,99,454,454,500
81,90,82,94,87,434,434,500
85,80,87,90,98,440,440,500
88,97,84,97,90,456,456,500
96,83,97,85,93,454,454,500
82,90,94,98,82,446,446,500
81,80,86,87,83,417,417,500
81,91,99,85,95,451,451,500
87,84,88,82,98,439,439,500
89,88,87,86,93,443,443,500
94,96,91,85,91,457,457,500
83,82,92,98,87,442,442,500
83,94,85,94,97,453,453,500
99,81,88,85,93,446,446,500
87,89,98,91,92,457,457,500
90,80,98,94,82,444,444,500
97,97,82,96,92,464,464,500
96,88,89,87,91,451,451,500
97,85,95,96,95,468,468,500
87,80,83,84,98,432,432,500
99,87,83,90,88,447,447,500
88,86,97,91,89,451,451,500
97,88,85,99,91,460,460,500
85,85,96,96,93,455,455,500
85,93,90,97,84,449,449,500
97,82,83,81,92,435,435,500
84,82,85,91,81,423,423,500
97,96,89,92,86,460,460,500
88,84,92,97,81,442,442,500
90,81,86,81,86,424,424,500
95,98,82,83,83,441,441,500
94,99,87,94,88,462,462,500
93,88,90,91,83,445,445,500
94,81,94,95,88,452,452,500
85,90,88,91,95,449,449,500
96,86,85,89,89,445,445,500
87,82,83,80,84,416,416,500
82,84,92,83,86,427,427,500
99,99,86,98,88,470,470,500
92,88,86,81,87,434,434,500
91,92,96,96,85,460,460,500
86,83,91,91,87,438,438,500
99,89,99,93,87,467,467,500
92,85,86,86,88,437,437,500
88,84,94,86,93,445,445,500
99,82,81,90,87,439,439,500
81,91,88,87,96,443,443,500
85,87,80,80,89,421,421,500
91,90,93,81,99,454,454,500
92,86,97,93,85,453,453,500
94,80,80,92,90,436,436,500
88,92,81,99,81,441,441,500
81,96,95,82,81,435,435,500
93,94,99,91,94,471,471,500
84,92,81,99,83,439,439,500
85,97,92,81,84,439,439,500
85,88,88,82,95,438,438,500
88,84,94,80,88,434,434,500
83,84,88,80,89,424,424,500
98,90,84,98,81,451,451,500
87,82,87,83,96,435,435,500
85,80,97,82,91,435,435,500
88,86,96,93,82,445,445,500
94,87,88,86,96,451,451,500
88,97,91,97,93,466,466,500
96,89,82,85,89,441,441,500
84,89,97,81,84,435,435,500
93,99,89,95,88,464,464,500
87,84,95,96,81,443,443,500
94,82,81,92,89,438,438,500
82,90,84,84,98,438,438,500
83,94,84,94,98,453,453,500
92,99,96,85,99,471,471,500
91,91,81,95,83,441,441,500
80,99,89,99,89,456,456,500
80,81,83,99,94,437,437,500
92,88,90,84,89,443,443,500
97,82,99,92,94,464,464,500
82,80,98,83,82,425,425,500
92,93,95,97,81,458,458,500
97,97,94,98,90,476,476,500
85,81,84,81,89,420,420,500
84,96,95,95,94,464,464,500
80,98,90,95,86,449,449,500
95,95,94,83,80,447,447,500
84,81,81,80,96,422,422,500
98,80,88,95,88,449,449,500
95,88,90,90,86,449,449,500
97,99,96,89,89,470,470,500
97,99,81,92,81,450,450,500
97,91,81,86,87,442,442,500
99,94,98,83,91,465,465,500
92,87,97,94,91,461,461,500
86,94,87,83,87,437,437,500
98,93,89,80,87,447,447,500
86,93,97,82,85,443,443,500
98,99,82,88,84,451,451,500
82,85,88,91,92,438,438,500
88,85,92,85,98,448,448,500
90,93,95,94,90,462,462,500
85,96,97,88,82,448,448,500
89,89,84,98,88,448,448,500
92,80,88,87,90,437,437,500
92,86,80,80,84,422,422,500
86,89,82,92,96,445,445,500
90,80,85,85,84,424,424,500
99,81,85,94,92,451,451,500
92,91,85,91,99,458,458,500
81,93,84,81,89,428,428,500
81,98,89,84,86,438,438,500
93,97,93,87,86,456,456,500
86,89,82,81,80,418,418,500
90,98,96,93,85,462,462,500
84,99,90,97,91,461,461,500
99,87,89,80,80,435,435,500
97,83,92,83,88,443,443,500
81,99,81,90,90,441,441,500
82,83,85,80,92,422,422,500
91,84,90,96,82,443,443,500
86,96,82,84,90,438,438,500
92,81,87,84,97,441,441,500
91,88,96,93,83,451,451,500
96,88,85,90,84,443,443,500
86,98,97,90,89,460,460,500
82,86,85,80,83,416,416,500
92,98,95,96,92,473,473,500
83,83,80,93,94,433,433,500
85,97,82,80,93,437,437,500
97,89,84,81,82,433,433,500
87,90,96,90,87,450,450,500
80,83,98,97,80,438,438,500
95,91,99,96,92,473,473,500
84,97,98,96,81,456,456,500
90,91,90,96,98,465,465,500
91,90,96,86,99,462,462,500
99,86,94,93,84,456,456,500
96,91,97,80,82,446,446,500
84,96,83,82,92,437,437,500
95,97,97,88,93,470,470,500
81,87,83,92,81,424,424,500
83,94,98,99,99,473,473,500
97,88,94,91,92,462,462,500
85,83,84,99,80,431,431,500
80,80,87,99,99,445,445,500
81,87,81,83,84,416,416,500
91,91,96,89,86,453,453,500
83,81,98,84,83,429,429,500
83,92,89,99,81,444,444,500
92,90,85,82,95,444,444,500
94,87,97,87,95,460,460,500
99,93,98,94,89,473,473,500
95,84,93,87,91,450,450,500
88,84,81,96,98,447,447,500
88,93,93,95,94,463,463,500
95,81,97,99,89,461,461,500
80,84,81,90,83,418,418,500
92,82,93,93,93,453,453,500
89,94,95,90,90,458,458,500
88,83,90,90,81,432,432,500
95,99,81,93,80,448,448,500
83,90,99,94,93,459,459,500
98,82,93,93,90,456,456,500
80,82,83,91,94,430,430,500
82,88,95,96,93,454,454,500
92,81,98,92,80,443,443,500
84,91,99,82,82,438,438,500
92,93,98,86,93,462,462,500
82,92,94,82,90,440,440,500
95,96,88,97,84,460,460,500
84,94,96,87,80,441,441,500
98,98,87,96,80,459,459,500
93,91,80,84,87,435,435,500
94,98,86,81,87,446,446,500
95,95,99,85,92,466,466,500
93,89,94,90,85,451,451,500
99,86,89,91,84,449,449,500
83,86,97,80,86,432,432,500
80,96,94,91,81,442,442,500
83,88,89,90,82,432,432,500
94,80,89,95,95,453,453,500
80,89,90,91,92,442,442,500
87,88,99,86,94,454,454,500
93,89,88,98,93,461,461,500
87,98,91,82,89,447,447,500
80,88,91,90,97,446,446,500
91,96,85,81,80,433,433,500
97,85,91,95,94,462,462,500
92,99,81,83,84,439,439,500
89,86,81,96,84,436,436,500
90,83,96,92,81,442,442,500
82,81,82,93,87,425,425,500
96,92,80,93,91,452,452,500
85,82,82,81,92,422,422,500
83,91,95,80,93,442,442,500
85,94,98,83,86,446,446,500
84,94,98,97,90,463,463,500
85,82,96,93,85,441,441,500
88,92,92,88,80,440,440,500
91,97,99,92,91,470,470,500
91,92,96,90,96,465,465,500
80,88,80,86,97,431,431,500
93,90,98,86,82,449,449,500
95,81,90,97,84,447,447,500
81,94,81,92,92,440,440,500
91,80,97,99,90,457,457,500
96,80,89,94,98,457,457,500
80,96,93,82,88,439,439,500
95,90,82,97,91,455,455,500
82,88,87,99,96,452,452,500
91,83,99,81,97,451,451,500
99,91,99,83,98,470,470,500
86,95,93,80,86,440,440,500
95,94,97,93,96,475,475,500
95,96,88,83,85,447,447,500
84,88,88,83,84,427,427,500
95,82,85,93,84,439,439,500
87,92,82,91,80,432,432,500
97,91,80,95,99,462,462,500
84,86,96,80,80,426,426,500
98,85,92,85,92,452,452,500
86,92,87,83,82,430,430,500
85,80,98,92,94,449,449,500
95,94,98,99,96,482,482,500
89,88,93,81,88,439,439,500
82,89,82,81,93,427,427,500
83,98,90,93,86,450,450,500
91,96,90,95,93,465,465,500
80,80,93,93,90,436,436,500
97,98,82,80,94,451,451,500
85,92,96,94,92,459,459,500
81,83,83,93,92,432,432,500
85,98,96,93,96,468,468,500
80,82,84,96,90,432,432,500
83,97,84,88,96,448,448,500
98,95,99,97,92,481,481,500
99,89,98,98,94,478,478,500
86,92,80,97,99,454,454,500
92,86,92,93,95,458,458,500
89,85,92,86,88,440,440,500
87,93,99,98,91,468,468,500
99,90,90,91,96,466,466,500
99,82,83,81,97,442,442,500
84,82,91,86,92,435,435,500
97,91,80,96,98,462,462,500
96,82,85,91,85,439,439,500
89,90,89,92,88,448,448,500
88,93,87,90,87,445,445,500
85,96,88,92,92,453,453,500
89,86,95,81,85,436,436,500
89,91,98,81,92,451,451,500
87,85,90,98,94,454,454,500
87,90,90,81,80,428,428,500
82,98,86,86,98,450,450,500
92,87,94,83,87,443,443,500
83,93,93,83,85,437,437,500
98,98,87,90,90,463,463,500
89,95,92,87,98,461,461,500
88,89,90,85,97,449,449,500
88,83,80,94,98,443,443,500
87,85,99,90,82,443,443,500
98,84,99,93,92,466,466,500
90,80,93,85,89,437,437,500
84,93,82,91,98,448,448,500
96,92,81,87,92,448,448,500
91,89,84,87,82,433,433,500
92,82,83,84,93,434,434,500
84,83,95,80,98,440,440,500
87,98,86,86,94,451,451,500
80,89,99,90,95,453,453,500
99,80,93,82,90,444,444,500
99,86,92,93,99,469,469,500
86,80,83,93,86,428,428,500
86,91,96,87,88,448,448,500
81,81,95,84,90,431,431,500
80,96,91,89,91,447,447,500
96,98,98,83,95,470,470,500
88,90,91,91,95,455,455,500
95,91,83,96,96,461,461,500
99,95,86,82,80,442,442,500
82,82,80,97,98,439,439,500
80,82,87,84,87,420,420,500
93,84,91,93,84,445,445,500
97,83,88,98,97,463,463,500
96,85,84,95,90,450,450,500
81,94,83,87,83,428,428,500
94,94,88,84,89,449,449,500
88,95,91,95,89,458,458,500
80,83,81,96,92,432,432,500
96,92,98,91,84,461,461,500
84,97,99,95,89,464,464,500
80,81,87,88,84,420,420,500
93,82,99,91,99,464,464,500
86,98,85,82,86,437,437,500
92,88,95,88,91,454,454,500
81,81,82,91,92,427,427,500
97,91,90,85,99,462,462,500
83,83,94,93,80,433,433,500
97,85,83,83,96,444,444,500
80,88,96,87,83,434,434,500
89,88,81,86,93,437,437,500
88,84,85,83,93,433,433,500
99,84,86,92,82,443,443,500
90,85,85,90,83,433,433,500
86,84,95,88,97,450,450,500
97,81,83,91,91,443,443,500
83,87,98,95,99,462,462,500
80,82,81,93,84,420,420,500
81,89,88,98,99,455,455,500
94,92,95,90,89,460,460,500
94,81,89,85,89,438,438,500
98,80,80,96,93,447,447,500
91,85,89,94,89,448,448,500
80,97,87,88,92,444,444,500
88,85,84,91,90,438,438,500
94,90,86,95,81,446,446,500
84,88,94,92,93,451,451,500
98,82,91,85,96,452,452,500
89,97,93,96,84,459,459,500
94,97,96,86,90,463,463,500
86,92,86,82,89,435,435,500
92,94,98,84,86,454,454,500
84,99,89,84,99,455,455,500
88,86,97,86,98,455,455,500
96,85,93,93,88,455,455,500
83,85,83,88,80,419,419,500
89,97,95,88,97,466,466,500
97,90,87,96,95,465,465,500
91,81,86,88,84,430,430,500
96,93,88,88,88,453,453,500
86,94,98,82,82,442,442,500
97,88,90,95,91,461,461,500
85,93,97,80,85,440,440,500
80,90,91,97,84,442,442,500
89,85,87,96,89,446,446,500
95,91,93,94,98,471,471,500
85,87,85,80,81,418,418,500
94,82,92,85,92,445,445,500
96,98,99,82,93,468,468,500
86,81,87,83,89,426,426,500
86,95,99,80,95,455,455,500
82,84,98,87,92,443,443,500
91,88,87,97,88,451,451,500
88,81,80,84,87,420,420,500
86,80,90,94,93,443,443,500
98,93,84,84,81,440,440,500
89,96,98,89,85,457,457,500
81,94,81,91,97,444,444,500
99,88,81,94,86,448,448,500
96,93,92,80,83,444,444,500
90,83,94,81,90,438,438,500
89,80,84,85,99,437,437,500
96,81,85,99,92,453,453,500
96,91,94,85,88,454,454,500
93,81,98,83,92,447,447,500
90,92,94,84,87,447,447,500
98,90,85,86,94,453,453,500
82,98,88,96,81,445,445,500
99,90,99,88,98,474,474,500
95,99,92,96,99,481,481,500
96,83,92,86,93,450,450,500
82,96,98,90,95,461,461,500
90,94,93,92,88,457,457,500
93,82,81,87,92,435,435,500
90,91,84,90,96,451,451,500
83,90,95,80,88,436,436,500
95,85,86,82,87,435,435,500
92,97,94,98,85,466,466,500
88,92,92,97,88,457,457,500
82,88,88,86,98,442,442,500
96,93,84,87,92,452,452,500
99,83,91,94,95,462,462,500
99,86,85,90,86,446,446,500
96,81,96,97,96,466,466,500
80,93,86,82,87,428,428,500
81,82,93,84,87,427,427,500
82,93,84,98,90,447,447,500
85,81,82,86,88,422,422,500
99,80,95,97,89,460,460,500
96,80,86,88,94,444,444,500
92,96,95,87,98,468,468,500
81,89,80,99,84,433,433,500
89,95,91,91,98,464,464,500
90,87,96,89,97,459,459,500
98,88,88,88,83,445,445,500
99,92,90,99,98,478,478,500
95,94,97,93,88,467,467,500
86,80,86,91,87,430,430,500
95,88,82,96,98,459,459,500
88,94,82,89,90,443,443,500
90,96,89,93,89,457,457,500
85,84,88,90,94,441,441,500
82,83,87,86,89,427,427,500
96,97,86,94,94,467,467,500
98,84,90,95,92,459,459,500
97,94,93,94,97,475,475,500
97,89,89,86,91,452,452,500
99,97,97,93,85,471,471,500
82,84,92,84,83,425,425,500
93,95,80,82,98,448,448,500
93,93,96,87,98,467,467,500
90,85,91,86,96,448,448,500
94,80,93,88,92,447,447,500
96,93,80,84,96,449,449,500
89,86,83,93,98,449,449,500
85,82,98,85,84,434,434,500
90,90,86,91,93,450,450,500
95,83,89,97,84,448,448,500
95,97,81,98,87,458,458,500
86,88,95,98,92,459,459,500
90,80,85,81,81,417,417,500
97,96,91,84,95,463,463,500
83,94,91,99,83,450,450,500
98,95,81,83,86,443,443,500
97,95,80,88,97,457,457,500
88,89,98,86,87,448,448,500
92,93,88,87,80,440,440,500
99,99,93,85,84,460,460,500
81,87,93,98,89,448,448,500
83,90,80,82,84,419,419,500
85,94,91,98,96,464,464,500
94,83,88,92,82,439,439,500
90,83,82,87,80,422,422,500
92,92,83,89,99,455,455,500
92,91,83,99,94,459,459,500
94,90,98,91,88,461,461,500
88,80,83,85,87,423,423,500
86,91,95,98,83,453,453,500
98,99,83,86,89,455,455,500
96,97,83,88,80,444,444,500
81,85,84,80,86,416,416,500
91,85,98,97,80,451,451,500
94,80,99,81,80,434,434,500
89,84,82,85,91,431,431,500
94,87,82,85,98,446,446,500
97,86,98,96,80,457,457,500
84,82,87,91,80,424,424,500
86,90,89,95,84,444,444,500
81,81,84,92,84,422,422,500
93,90,92,83,87,445,445,500
95,89,93,85,96,458,458,500
85,95,89,93,95,457,457,500
88,81,85,83,98,435,435,500
88,95,86,85,80,434,434,500
91,98,93,98,98,478,478,500
90,94,89,89,93,455,455,500
80,99,96,87,84,446,446,500
80,82,88,92,85,427,427,500
97,92,85,92,85,451,451,500
88,94,90,91,87,450,450,500
95,95,92,92,85,459,459,500
98,92,85,99,83,457,457,500
80,91,96,95,95,457,457,500
88,85,86,96,92,447,447,500
90,86,94,98,85,453,453,500
81,98,82,93,91,445,445,500
87,83,81,98,97,446,446,500
85,98,87,95,80,445,445,500
91,93,88,99,85,456,456,500
99,80,92,88,95,454,454,500
99,97,97,92,92,477,477,500
89,84,92,85,97,447,447,500
83,89,87,98,92,449,449,500
98,93,94,92,86,463,463,500
95,80,97,98,99,469,469,500
90,96,81,97,82,446,446,500
95,95,96,99,92,477,477,500
99,93,89,99,90,470,470,500
87,88,92,96,98,461,461,500
90,86,96,83,96,451,451,500
85,92,86,94,85,442,442,500
83,85,87,97,99,451,451,500
80,94,99,93,89,455,455,500
87,89,89,89,84,438,438,500
81,87,87,97,88,440,440,500
99,90,91,90,99,469,469,500
98,99,84,93,82,456,456,500
88,89,99,82,89,447,447,500
80,91,92,97,97,457,457,500
84,83,85,97,85,434,434,500
81,96,89,95,84,445,445,500
86,80,93,88,88,435,435,500
83,87,88,95,84,437,437,500
98,98,91,99,80,466,466,500
98,99,84,94,86,461,461,500
96,95,90,90,87,458,458,500
85,95,98,91,91,460,460,500
83,98,86,96,87,450,450,500
80,93,80,87,87,427,427,500
84,84,83,82,92,425,425,500
87,82,80,92,84,425,425,500
99,90,98,84,91,462,462,500
93,87,89,86,89,444,444,500
87,90,90,97,97,461,461,500
98,85,92,87,98,460,460,500
94,83,94,80,88,439,439,500
90,89,81,84,97,441,441,500
83,99,95,82,83,442,442,500
81,82,99,95,94,451,451,500
90,89,87,95,86,447,447,500
92,82,94,80,83,431,431,500
89,87,83,96,95,450,450,500
95,90,81,96,95,457,457,500
85,96,86,81,95,443,443,500
80,90,92,97,85,444,444,500
93,87,99,85,83,447,447,500
96,84,84,82,98,444,444,500
92,90,92,88,87,449,449,500
90,99,84,94,82,449,449,500
99,95,85,84,97,460,460,500
83,94,91,97,87,452,452,500
92,95,99,89,99,474,474,500
99,88,83,82,84,436,436,500
97,92,99,89,84,461,461,500
81,87,80,88,90,426,426,500
96,80,87,81,93,437,437,500
91,99,81,96,85,452,452,500
87,92,87,98,81,445,445,500
87,96,99,84,88,454,454,500
94,96,88,92,87,457,457,500
94,88,88,93,91,454,454,500
83,81,92,88,98,442,442,500
89,98,98,96,81,462,462,500
92,83,99,91,80,445,445,500
85,87,87,80,94,433,433,500
80,97,96,98,92,463,463,500
88,82,99,87,88,444,444,500
85,87,81,84,90,427,427,500
99,97,93,96,80,465,465,500
88,81,87,98,98,452,452,500
90,98,94,88,94,464,464,500
84,82,98,92,98,454,454,500
83,95,94,87,96,455,455,500
97,83,88,90,96,454,454,500
93,97,89,87,83,449,449,500
83,98,88,93,87,449,449,500
98,82,81,85,83,429,429,500
90,97,96,83,83,449,449,500
91,97,99,81,81,449,449,500
98,95,92,90,83,458,458,500
84,94,89,92,80,439,439,500
96,94,80,90,98,458,458,500
90,90,80,95,80,435,435,500
89,97,99,97,82,464,464,500
89,80,96,98,81,444,444,500
83,87,92,91,98,451,451,500
90,94,86,85,88,443,443,500
87,93,95,90,95,460,460,500
81,83,88,87,90,429,429,500
94,80,84,85,91,434,434,500
80,95,97,95,85,452,452,500
98,92,95,90,98,473,473,500
81,94,98,95,99,467,467,500
80,90,95,95,96,456,456,500
98,96,88,85,94,461,461,500
81,89,85,91,81,427,427,500
98,83,87,84,87,439,439,500
82,80,87,99,81,429,429,500
96,81,97,82,91,447,447,500
87,92,89,95,94,457,457,500
86,87,83,98,98,452,452,500
87,88,85,83,97,440,440,500
90,84,84,90,90,438,438,500
90,95,93,94,94,466,466,500
87,84,86,95,99,451,451,500
98,92,90,88,96,464,464,500
87,89,95,93,81,445,445,500
92,91,90,95,82,450,450,500
85,89,83,80,95,432,432,500
86,85,87,83,89,430,430,500
85,81,93,99,91,449,449,500
82,89,84,98,82,435,435,500
91,99,84,83,80,437,437,500
87,82,97,82,87,435,435,500
96,92,95,81,88,452,452,500
97,92,84,90,82,445,445,500
95,89,93,82,96,455,455,500
84,97,83,84,87,435,435,500
83,94,90,92,94,453,453,500
88,85,82,80,86,421,421,500
83,86,83,87,81,420,420,500
83,97,85,92,82,439,439,500
81,83,85,93,80,422,422,500
90,87,96,95,98,466,466,500
85,98,86,94,88,451,451,500
99,85,83,88,91,446,446,500
84,93,88,97,82,444,444,500
92,91,84,96,99,462,462,500
86,98,92,91,96,463,463,500
97,84,85,96,94,456,456,500
87,87,92,83,88,437,437,500
98,85,84,80,95,442,442,500
86,81,92,96,91,446,446,500
96,84,91,81,84,436,436,500
97,81,91,86,95,450,450,500
98,92,86,85,97,458,458,500
91,90,82,82,82,427,427,500
94,83,99,90,89,455,455,500
82,83,83,89,98,435,435,500
90,99,94,87,98,468,468,500
84,83,82,89,82,420,420,500
82,82,95,84,97,440,440,500
81,88,89,83,95,436,436,500
81,95,84,99,95,454,454,500
89,94,93,91,94,461,461,500
95,83,93,95,94,460,460,500
83,93,96,88,90,450,450,500
81,85,87,83,82,418,418,500
96,92,87,80,88,443,443,500
96,97,84,82,96,455,455,500
82,81,99,89,87,438,438,500
93,98,93,80,92,456,456,500
83,95,99,87,93,457,457,500
85,85,82,82,88,422,422,500
87,82,84,95,99,447,447,500
99,87,82,91,86,445,445,500
84,90,80,93,96,443,443,500
97,88,93,99,86,463,463,500
80,86,90,87,85,428,428,500
81,92,86,95,86,440,440,500
82,99,86,91,83,441,441,500
97,91,99,80,84,451,451,500
87,80,88,82,93,430,430,500
85,82,87,97,84,435,435,500
91,91,91,99,99,471,471,500
96,99,84,98,87,464,464,500
80,94,83,85,88,430,430,500
81,93,99,80,98,451,451,500
97,83,95,95,91,461,461,500
81,98,95,83,81,438,438,500
84,81,81,94,99,439,439,500
88,92,96,86,80,442,442,500
97,82,88,81,95,443,443,500
99,83,91,92,95,460,460,500
97,91,95,87,92,462,462,500
99,82,98,82,89,450,450,500
98,89,80,82,83,432,432,500
82,86,83,99,85,435,435,500
98,86,80,99,80,443,443,500
88,81,83,82,82,416,416,500
80,90,87,84,80,421,421,500
84,81,90,84,95,434,434,500
94,95,91,87,99,466,466,500
80,93,96,95,90,454,454,500
80,88,94,95,91,448,448,500
80,97,90,98,83,448,448,500
84,86,92,87,87,436,436,500
97,90,92,85,92,456,456,500
96,86,82,96,90,450,450,500
96,94,86,99,93,468,468,500
97,84,95,89,90,455,455,500
99,84,84,83,96,446,446,500
93,83,97,97,94,464,464,500
84,80,96,92,96,448,448,500
85,83,86,84,99,437,437,500
80,82,85,96,81,424,424,500
90,93,98,92,86,459,459,500
86,83,98,82,99,448,448,500
91,94,81,97,98,461,461,500
80,88,95,94,96,453,453,500
85,84,99,82,80,430,430,500
97,88,80,89,80,434,434,500
91,89,94,86,83,443,443,500
84,90,98,97,97,466,466,500
94,84,98,80,99,455,455,500
82,81,89,88,89,429,429,500
81,87,94,90,92,444,444,500
90,87,92,91,81,441,441,500
92,91,81,93,99,456,456,500
92,93,89,86,95,455,455,500
85,93,98,99,82,457,457,500
98,82,89,86,99,454,454,500
95,97,90,89,86,457,457,500
95,94,99,98,88,474,474,500
92,96,99,98,80,465,465,500
82,93,83,82,83,423,423,500
82,95,80,87,85,429,429,500
84,86,80,95,85,430,430,500
95,80,94,96,99,464,464,500
80,87,90,95,87,439,439,500
97,91,93,92,88,461,461,500
86,84,94,92,82,438,438,500
86,86,92,87,83,434,434,500
94,93,93,91,96,467,467,500
96,87,82,87,90,442,442,500
83,87,87,98,89,444,444,500
89,93,96,82,93,453,453,500
84,85,88,90,91,438,438,500
97,89,82,83,80,431,431,500
96,85,96,98,82,457,457,500
88,89,81,86,95,439,439,500
84,82,93,81,95,435,435,500
82,83,94,93,82,434,434,500
85,90,80,83,80,418,418,500
99,94,84,93,83,453,453,500
99,93,99,92,96,479,479,500
88,80,84,87,82,421,421,500
83,90,83,91,80,427,427,500
88,81,93,94,95,451,451,500
88,96,94,87,92,457,457,500
92,84,87,97,81,441,441,500
81,82,92,85,83,423,423,500
97,83,80,97,84,441,441,500
80,93,97,85,87,442,442,500
89,94,82,89,97,451,451,500
99,85,94,96,92,466,466,500
99,90,87,91,83,450,450,500
88,90,81,84,86,429,429,500
97,89,84,85,92,447,447,500
96,95,81,96,91,459,459,500
93,85,90,88,92,448,448,500
95,86,95,95,81,452,452,500
90,81,88,81,89,429,429,500
84,88,97,92,92,453,453,500
94,92,94,87,89,456,456,500
88,80,88,81,98,435,435,500
82,90,81,83,95,431,431,500
99,88,85,99,93,464,464,500
97,95,99,95,97,483,483,500
81,93,92,99,90,455,455,500
94,96,93,89,96,468,468,500
98,84,84,89,81,436,436,500
86,96,91,99,89,461,461,500
82,89,88,88,88,435,435,500
87,96,88,99,99,469,469,500
91,91,82,88,85,437,437,500
86,90,86,93,85,440,440,500
99,91,89,93,85,457,457,500
80,95,81,93,82,431,431,500
82,91,85,89,87,434,434,500
93,96,89,99,92,469,469,500
97,86,90,90,84,447,447,500
82,96,84,86,98,446,446,500
87,80,91,94,92,444,444,500
91,85,80,92,81,429,429,500
89,82,93,88,96,448,448,500
99,87,96,95,85,462,462,500
98,98,85,90,87,458,458,500
89,92,94,86,96,457,457,500
81,93,86,94,82,436,436,500
86,96,84,99,99,464,464,500
98,83,83,90,84,438,438,500
86,88,84,90,80,428,428,500
84,81,92,84,85,426,426,500
88,93,91,85,87,444,444,500
95,92,83,84,90,444,444,500
88,83,94,89,91,445,445,500
91,95,99,95,99,479,479,500
88,94,95,96,98,471,471,500
98,85,97,80,89,449,449,500
88,81,99,90,98,456,456,500
83,90,95,92,80,440,440,500
86,85,88,94,84,437,437,500
96,94,92,81,82,445,445,500
96,84,80,96,99,455,455,500
82,89,86,97,88,442,442,500
98,81,87,94,84,444,444,500
84,84,92,87,80,427,427,500
97,93,90,80,95,455,455,500
95,82,97,97,83,454,454,500
86,86,96,87,98,453,453,500
84,85,82,95,81,427,427,500
91,83,98,94,99,465,465,500
87,87,88,98,94,454,454,500
87,98,87,84,88,444,444,500
87,91,90,87,95,450,450,500
99,80,82,91,94,446,446,500
96,92,93,96,87,464,464,500
98,87,85,86,87,443,443,500
92,89,90,87,97,455,455,500
95,90,93,93,97,468,468,500
80,93,96,96,80,445,445,500
97,99,96,92,80,464,464,500
